travelCode,userCode,name,place,days,price,total,date,price_normalized
8712,84,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-02-04,0.7411233820211377
8723,84,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-04-22,0.0
8728,84,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2021-05-27,0.3115623639314412
8729,84,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-06-03,0.4180026125163283
8732,84,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-06-24,0.0
8733,84,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-07-01,0.9999999999999999
8742,85,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-09-26,0.9992479119661163
8744,85,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-10-10,0.8036258559949333
8747,86,Hotel K,Salvador (Bh),2,263.41,526.82,2019-10-10,0.8036258559949333
8751,86,Hotel A,Florianopolis (Sc),3,313.02,939.06,2019-11-07,0.9999999999999999
8757,86,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-12-19,0.7411233820211377
8759,86,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-01-02,0.3115623639314412
8766,87,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-09-26,0.0
8768,87,Hotel Z,Aracaju (Se),3,208.04,624.12,2019-10-10,0.5844515694889759
8771,87,Hotel Z,Aracaju (Se),2,208.04,416.08,2019-10-31,0.5844515694889759
8774,88,Hotel A,Florianopolis (Sc),2,313.02,626.04,2019-10-10,0.9999999999999999
8781,88,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2019-11-28,0.3115623639314412
8783,88,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2019-12-12,0.3115623639314412
8786,88,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-01-02,0.4180026125163283
8788,88,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-01-16,0.9999999999999999
8790,88,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-01-30,0.7411233820211377
8793,89,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-10-10,0.8036258559949333
8795,89,Hotel Bp,Brasilia (Df),3,247.62,742.86,2019-10-24,0.7411233820211377
8798,89,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-11-14,0.0
8799,89,Hotel A,Florianopolis (Sc),1,313.02,313.02,2019-11-21,0.9999999999999999
8802,89,Hotel Bd,Natal (Rn),1,242.88,242.88,2019-12-12,0.7223607647547797
8803,89,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2019-12-19,0.3115623639314412
8814,89,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-03-05,0.9999999999999999
8816,89,Hotel K,Salvador (Bh),1,263.41,263.41,2020-03-19,0.8036258559949333
8817,89,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-03-26,0.7223607647547797
8819,89,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
8825,89,Hotel K,Salvador (Bh),2,263.41,526.82,2020-05-21,0.8036258559949333
8826,89,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-05-28,0.9999999999999999
8830,90,Hotel K,Salvador (Bh),2,263.41,526.82,2019-09-26,0.8036258559949333
8834,90,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-10-24,0.9992479119661163
8838,90,Hotel Au,Recife (Pe),1,312.83,312.83,2019-11-21,0.9992479119661163
8839,90,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2019-11-28,0.0
8842,90,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-12-19,0.4180026125163283
8844,90,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-01-02,0.3115623639314412
8847,90,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-01-23,0.4180026125163283
8857,90,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-04-02,0.3115623639314412
8864,90,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-05-21,0.4180026125163283
8869,90,Hotel K,Salvador (Bh),3,263.41,790.23,2020-06-25,0.8036258559949333
8873,90,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-07-23,0.9992479119661163
8881,90,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-09-17,0.7223607647547797
8882,90,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-09-24,0.4180026125163283
8888,90,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-11-05,0.7223607647547797
8895,90,Hotel K,Salvador (Bh),2,263.41,526.82,2020-12-24,0.8036258559949333
8898,90,Hotel Au,Recife (Pe),3,312.83,938.49,2021-01-14,0.9992479119661163
8899,90,Hotel K,Salvador (Bh),3,263.41,790.23,2021-01-21,0.8036258559949333
8900,90,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-01-28,0.0
8902,90,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-02-11,0.7223607647547797
8903,90,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-02-18,0.0
8904,90,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-02-25,0.9999999999999999
8906,90,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-03-11,0.7223607647547797
8908,90,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-03-25,0.0
8913,90,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-04-29,0.4180026125163283
8914,90,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-05-06,0.7411233820211377
8915,90,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-05-13,0.0
8917,90,Hotel K,Salvador (Bh),3,263.41,790.23,2021-05-27,0.8036258559949333
8919,90,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-06-10,0.9999999999999999
8920,90,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2021-06-17,0.3115623639314412
8923,90,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-07-08,0.4180026125163283
8932,90,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-09-09,0.9992479119661163
8933,90,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-09-16,0.0
8939,90,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-10-28,0.9999999999999999
8940,90,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-11-04,0.9992479119661163
8947,90,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-12-23,0.7411233820211377
8951,90,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-01-20,0.0
8954,90,Hotel Bd,Natal (Rn),3,242.88,728.64,2022-02-10,0.7223607647547797
8957,90,Hotel Au,Recife (Pe),3,312.83,938.49,2022-03-03,0.9992479119661163
8960,90,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2022-03-24,0.4180026125163283
8965,90,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-04-28,0.7411233820211377
8966,90,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-05-05,0.3115623639314412
8973,90,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-06-23,0.0
8974,90,Hotel Au,Recife (Pe),3,312.83,938.49,2022-06-30,0.9992479119661163
8977,90,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2022-07-21,0.4180026125163283
8979,90,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-08-04,0.0
8982,90,Hotel A,Florianopolis (Sc),3,313.02,939.06,2022-08-25,0.9999999999999999
8986,90,Hotel A,Florianopolis (Sc),1,313.02,313.02,2022-09-22,0.9999999999999999
8987,90,Hotel K,Salvador (Bh),3,263.41,790.23,2022-09-29,0.8036258559949333
8988,90,Hotel Bd,Natal (Rn),4,242.88,971.52,2022-10-06,0.7223607647547797
8990,90,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-10-20,0.7223607647547797
8991,90,Hotel Au,Recife (Pe),2,312.83,625.66,2022-10-27,0.9992479119661163
8995,90,Hotel K,Salvador (Bh),3,263.41,790.23,2022-11-24,0.8036258559949333
8999,90,Hotel K,Salvador (Bh),3,263.41,790.23,2022-12-22,0.8036258559949333
9002,90,Hotel Bd,Natal (Rn),4,242.88,971.52,2023-01-12,0.7223607647547797
9003,90,Hotel A,Florianopolis (Sc),1,313.02,313.02,2023-01-19,0.9999999999999999
9005,90,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2023-02-02,0.4180026125163283
9006,90,Hotel Z,Aracaju (Se),2,208.04,416.08,2023-02-09,0.5844515694889759
9007,90,Hotel Bd,Natal (Rn),4,242.88,971.52,2023-02-16,0.7223607647547797
9010,90,Hotel K,Salvador (Bh),1,263.41,263.41,2023-03-09,0.8036258559949333
9011,90,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2023-03-16,0.3115623639314412
9013,90,Hotel Z,Aracaju (Se),2,208.04,416.08,2023-03-30,0.5844515694889759
9017,91,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2019-09-26,0.0
9019,91,Hotel Bd,Natal (Rn),2,242.88,485.76,2019-10-10,0.7223607647547797
9020,91,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-10-17,0.4180026125163283
9021,91,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2019-10-24,0.0
9025,91,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2019-11-21,0.0
9029,91,Hotel Au,Recife (Pe),2,312.83,625.66,2019-12-19,0.9992479119661163
9031,91,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-01-02,0.7223607647547797
9034,91,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-01-23,0.9999999999999999
9035,91,Hotel Au,Recife (Pe),1,312.83,312.83,2020-01-30,0.9992479119661163
9043,91,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-03-26,0.3115623639314412
9050,91,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-05-14,0.9999999999999999
9051,91,Hotel K,Salvador (Bh),1,263.41,263.41,2020-05-21,0.8036258559949333
9052,91,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-05-28,0.4180026125163283
9057,91,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-07-02,0.5844515694889759
9058,91,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-07-09,0.4180026125163283
9063,91,Hotel Au,Recife (Pe),1,312.83,312.83,2020-08-13,0.9992479119661163
9072,91,Hotel K,Salvador (Bh),2,263.41,526.82,2020-10-15,0.8036258559949333
9073,91,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-10-22,0.0
9075,91,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-11-05,0.7223607647547797
9076,91,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-11-12,0.4180026125163283
9083,91,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-12-31,0.8036258559949333
9085,91,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2021-01-14,0.0
9091,91,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-02-25,0.9992479119661163
9103,92,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-10-31,0.4180026125163283
9104,92,Hotel Bd,Natal (Rn),4,242.88,971.52,2019-11-07,0.7223607647547797
9107,92,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-11-28,0.4180026125163283
9111,92,Hotel K,Salvador (Bh),1,263.41,263.41,2019-12-26,0.8036258559949333
9113,92,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-01-09,0.0
9114,92,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-01-16,0.7411233820211377
9115,92,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-01-23,0.4180026125163283
9116,92,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-01-30,0.9999999999999999
9120,93,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2019-09-26,0.3115623639314412
9126,93,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-11-07,0.4180026125163283
9130,93,Hotel Au,Recife (Pe),2,312.83,625.66,2019-12-05,0.9992479119661163
9136,93,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-01-16,0.5844515694889759
9137,93,Hotel Au,Recife (Pe),3,312.83,938.49,2020-01-23,0.9992479119661163
9139,93,Hotel Au,Recife (Pe),1,312.83,312.83,2020-02-06,0.9992479119661163
9142,93,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-02-27,0.3115623639314412
9144,93,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-03-12,0.3115623639314412
9148,93,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
9150,93,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-04-23,0.9999999999999999
9153,93,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-05-14,0.3115623639314412
9154,93,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-05-21,0.4180026125163283
9158,93,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-06-18,0.7223607647547797
9160,93,Hotel K,Salvador (Bh),2,263.41,526.82,2020-07-02,0.8036258559949333
9161,93,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-07-09,0.7411233820211377
9162,93,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-07-16,0.7223607647547797
9165,93,Hotel Au,Recife (Pe),1,312.83,312.83,2020-08-06,0.9992479119661163
9166,93,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-08-13,0.5844515694889759
9169,93,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-09-03,0.7411233820211377
9172,93,Hotel Au,Recife (Pe),2,312.83,625.66,2020-09-24,0.9992479119661163
9175,93,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-10-15,0.3115623639314412
9177,93,Hotel Au,Recife (Pe),1,312.83,312.83,2020-10-29,0.9992479119661163
9178,93,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-11-05,0.4180026125163283
9182,93,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-12-03,0.9999999999999999
9185,93,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-12-24,0.7223607647547797
9186,93,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-12-31,0.3115623639314412
9189,93,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-01-21,0.0
9193,93,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-02-18,0.4180026125163283
9196,93,Hotel K,Salvador (Bh),3,263.41,790.23,2021-03-11,0.8036258559949333
9198,93,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-03-25,0.4180026125163283
9199,93,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-04-01,0.7223607647547797
9201,93,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-04-15,0.3115623639314412
9204,93,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-05-06,0.4180026125163283
9207,93,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-05-27,0.4180026125163283
9214,93,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-07-15,0.0
9215,93,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-07-22,0.0
9216,93,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-07-29,0.8036258559949333
9218,93,Hotel K,Salvador (Bh),2,263.41,526.82,2021-08-12,0.8036258559949333
9219,93,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-08-19,0.7223607647547797
9222,93,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-09-09,0.0
9224,93,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-09-23,0.0
9228,93,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-10-21,0.9999999999999999
9230,93,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-11-04,0.4180026125163283
9231,93,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-11-11,0.7223607647547797
9232,93,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-11-18,0.7411233820211377
9237,93,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-12-23,0.4180026125163283
9239,93,Hotel K,Salvador (Bh),2,263.41,526.82,2022-01-06,0.8036258559949333
9244,93,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-02-10,0.0
9247,93,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2022-03-03,0.9999999999999999
9249,93,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2022-03-17,0.3115623639314412
9254,93,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-04-21,0.3115623639314412
9258,93,Hotel Bd,Natal (Rn),2,242.88,485.76,2022-05-19,0.7223607647547797
9260,93,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2022-06-02,0.9999999999999999
9265,93,Hotel Au,Recife (Pe),2,312.83,625.66,2022-07-07,0.9992479119661163
9267,93,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2022-07-21,0.4180026125163283
9271,93,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-08-18,0.7411233820211377
9275,93,Hotel Z,Aracaju (Se),2,208.04,416.08,2022-09-15,0.5844515694889759
9278,93,Hotel K,Salvador (Bh),3,263.41,790.23,2022-10-06,0.8036258559949333
9282,93,Hotel A,Florianopolis (Sc),1,313.02,313.02,2022-11-03,0.9999999999999999
9286,93,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-12-01,0.4180026125163283
9287,93,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-12-08,0.5844515694889759
9291,93,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2023-01-05,0.0
9297,93,Hotel A,Florianopolis (Sc),1,313.02,313.02,2023-02-16,0.9999999999999999
9298,93,Hotel K,Salvador (Bh),1,263.41,263.41,2023-02-23,0.8036258559949333
9299,93,Hotel Bd,Natal (Rn),4,242.88,971.52,2023-03-02,0.7223607647547797
9304,94,Hotel A,Florianopolis (Sc),1,313.02,313.02,2019-10-17,0.9999999999999999
9307,94,Hotel K,Salvador (Bh),3,263.41,790.23,2019-11-07,0.8036258559949333
9313,94,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2019-12-19,0.3115623639314412
9318,94,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-01-23,0.4180026125163283
9322,94,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-02-20,0.5844515694889759
9323,94,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-02-27,0.7411233820211377
9325,94,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-03-12,0.5844515694889759
9328,94,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-04-02,0.8036258559949333
9336,94,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-05-28,0.3115623639314412
9337,94,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-06-04,0.9999999999999999
9341,94,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-07-02,0.5844515694889759
9344,94,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-07-23,0.7411233820211377
9345,94,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-07-30,0.7223607647547797
9347,94,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-08-13,0.9999999999999999
9348,94,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-08-20,0.3115623639314412
9349,94,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-08-27,0.9992479119661163
9351,94,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-09-10,0.3115623639314412
9357,94,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-10-22,0.7223607647547797
9359,94,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-11-05,0.9999999999999999
9361,94,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-11-19,0.9999999999999999
9363,94,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-12-03,0.4180026125163283
9367,94,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-12-31,0.0
9371,94,Hotel K,Salvador (Bh),1,263.41,263.41,2021-01-28,0.8036258559949333
9375,94,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-02-25,0.7223607647547797
9376,94,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-03-04,0.7223607647547797
9377,94,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2021-03-11,0.3115623639314412
9381,94,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-04-08,0.4180026125163283
9382,94,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-04-15,0.0
9384,94,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-04-29,0.9999999999999999
9390,94,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-06-10,0.3115623639314412
9393,94,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-07-01,0.5844515694889759
9395,94,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-07-15,0.9999999999999999
9397,94,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-07-29,0.5844515694889759
9399,94,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-08-12,0.8036258559949333
9402,94,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-09-02,0.9999999999999999
9403,94,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2021-09-09,0.9999999999999999
9406,94,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-09-30,0.5844515694889759
9410,94,Hotel Bp,Brasilia (Df),2,247.62,495.24,2021-10-28,0.7411233820211377
9411,94,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-11-04,0.9992479119661163
9412,94,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-11-11,0.0
9413,94,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-11-18,0.7223607647547797
9418,94,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-12-23,0.7223607647547797
9429,94,Hotel A,Florianopolis (Sc),1,313.02,313.02,2022-03-10,0.9999999999999999
9435,94,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2022-04-21,0.4180026125163283
9437,94,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-05-05,0.5844515694889759
9441,94,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-06-02,0.4180026125163283
9445,94,Hotel A,Florianopolis (Sc),2,313.02,626.04,2022-06-30,0.9999999999999999
9450,94,Hotel Bd,Natal (Rn),3,242.88,728.64,2022-08-04,0.7223607647547797
9451,94,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-08-11,0.0
9455,94,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-09-08,0.0
9456,94,Hotel K,Salvador (Bh),4,263.41,1053.64,2022-09-15,0.8036258559949333
9457,94,Hotel Z,Aracaju (Se),1,208.04,208.04,2022-09-22,0.5844515694889759
9459,94,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-10-06,0.7411233820211377
9464,94,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-11-10,0.3115623639314412
9469,94,Hotel K,Salvador (Bh),4,263.41,1053.64,2022-12-15,0.8036258559949333
9474,94,Hotel K,Salvador (Bh),1,263.41,263.41,2023-01-19,0.8036258559949333
9477,94,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2023-02-09,0.3115623639314412
9482,94,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2023-03-16,0.4180026125163283
9486,94,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2023-04-13,0.9999999999999999
9488,94,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2023-04-27,0.3115623639314412
9493,94,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2023-06-01,0.0
9495,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-09-26,0.4180026125163283
9503,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-11-21,0.4180026125163283
9505,95,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-12-05,0.4180026125163283
9508,95,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2019-12-26,0.3115623639314412
9520,95,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-03-19,0.9999999999999999
9522,95,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-04-02,0.0
9523,95,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
9529,95,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-05-21,0.5844515694889759
9531,95,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-06-04,0.9999999999999999
9534,95,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-06-25,0.3115623639314412
9536,95,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-07-09,0.7411233820211377
9542,95,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-08-20,0.7411233820211377
9543,95,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-08-27,0.9999999999999999
9544,95,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-09-03,0.4180026125163283
9547,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-09-24,0.4180026125163283
9548,95,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-10-01,0.3115623639314412
9549,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-10-08,0.4180026125163283
9550,95,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-10-15,0.5844515694889759
9555,95,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-11-19,0.0
9557,95,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-12-03,0.0
9558,95,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-12-10,0.7411233820211377
9561,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-12-31,0.4180026125163283
9563,95,Hotel Au,Recife (Pe),2,312.83,625.66,2021-01-14,0.9992479119661163
9571,95,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-03-11,0.7223607647547797
9574,95,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2021-04-01,0.3115623639314412
9578,95,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-04-29,0.4180026125163283
9581,95,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-05-20,0.9999999999999999
9585,95,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-06-17,0.7223607647547797
9587,95,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-07-01,0.9999999999999999
9589,95,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2021-07-15,0.9999999999999999
9592,95,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-08-05,0.9999999999999999
9593,95,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-08-12,0.7411233820211377
9594,95,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-08-19,0.4180026125163283
9595,95,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-08-26,0.5844515694889759
9596,95,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-09-02,0.4180026125163283
9608,95,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-11-25,0.7223607647547797
9611,95,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-12-16,0.9999999999999999
9612,96,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2019-09-26,0.3115623639314412
